sample_id,video_uid,video_category,scenario,task,dialogue,question,options,correct_answer,source
8b529057-7c17-4506-885a-351ab7a5a6a5_9,8b529057-7c17-4506-885a-351ab7a5a6a5,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""These upper branches are proving to be much thicker than the ones I trimmed earlier.""}, {""speaker"": ""Other"", ""text"": ""You should stop using those manual shears before you strain your wrists. They aren't meant for this.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I agree, I'm barely making any progress on this section.""}, {""speaker"": ""Other"", ""text"": ""The electric tree pruner is the right tool for this job. It's much more precise for these hedges than the chainsaw.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good point, I'll transition to using that right now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to trim the bushes?","{""A"": ""trim bushes using manual shears"", ""B"": ""place electric tree pruner in hand"", ""C"": ""climb down from fence with the electric tree pruner"", ""D"": ""trim bushes with the chainsaw""}",B,round1
597c6e1f-4a54-4688-a24d-52bf8f458730_19,597c6e1f-4a54-4688-a24d-52bf8f458730,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The mesh is finally secure and the tension feels right.""}, {""speaker"": ""Other"", ""text"": ""Great. When you finish a task, remember the safety protocol for the workspace.""}, {""speaker"": ""Camera Wearer"", ""text"": ""You mean about the hand tools? I have the wrench right here.""}, {""speaker"": ""Other"", ""text"": ""Yes, specifically that. All heavy tools need to be returned to their designated magnetic strips on the wall immediately after use to keep the floor clear.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood, I'll make sure the bench and floor are tidy before I move on.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to finalize fixing the wire mesh?","{""A"": ""place the wrench back onto the wall mount"", ""B"": ""tighten the remaining mesh wires using the wrench"", ""C"": ""leave the wrench on the workbench for the next project"", ""D"": ""use the wrench to push the wire mesh into the frame""}",A,round1
3b980a7b-b0a9-4672-a8c7-b3c759815b3a_82,3b980a7b-b0a9-4672-a8c7-b3c759815b3a,biology experiments; Eating; Indoor Navigation (walking); Labwork; Listening to music; On a screen (phone/laptop); Talking to colleagues,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have the beaker and the test tube positioned as required for the setup.""}, {""speaker"": ""Other"", ""text"": ""Great. When you move on to the next phase, please avoid using the automated pipetting tool; it is currently out of calibration.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Noted. I'll stick to the manual ones. Is there a specific procedure for them?""}, {""speaker"": ""Other"", ""text"": ""Yes, make sure to use the manual thumb-plunger technique to ensure the volume is transferred accurately.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood, I will apply that technique for the transfer now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to arrange pipettes, test tube and beaker?","{""A"": ""Pick up the beaker using the manual thumb-plunger technique."", ""B"": ""Operate the pipette using the manual thumb-plunger technique."", ""C"": ""Operate the pipette using the automated pipetting tool."", ""D"": ""Pull the plug from the socket to reset the automated pipetting tool.""}",B,round1
83d261ff-9459-4d33-8716-8a172cbb67a2_108,83d261ff-9459-4d33-8716-8a172cbb67a2,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How's the preparation going? We really need to deal with those peeling layers on the ceiling before we open any cans.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've moved the ladder and just picked up this flat brush. I'm going to use it to wipe away the cobwebs.""}, {""speaker"": ""Other"", ""text"": ""A brush? I thought you needed to get the old flakes off first so the new coat sticks.""}, {""speaker"": ""Camera Wearer"", ""text"": ""It's fine, the surface is mostly smooth. I'll just do a quick dusting with this brush and then we can start the primer.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare paint?","{""A"": ""Apply primer to the ceiling"", ""B"": ""Dust off cobwebs with the brush"", ""C"": ""Scrape paint off ceiling"", ""D"": ""Climb back up the ladder""}",C,round1
1edf86e3-5dbb-4d28-a59d-8d8f70dcaa9e_4,05a6d5f7-e1d5-4af3-9ae8-f07d0ac12657,Bus; Eating; Grocery shopping indoors; Indoor Navigation (walking); Talking on the phone; Walking on street,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Oh no, did you spill your coffee on the table?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just did. I need to clean it up before it leaves a mark.""}, {""speaker"": ""Other"", ""text"": ""Quick, just grab some of those from the dispenser.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Alright, I'm getting them now. Hopefully this is enough to soak it all up.""}]",How many items did the camera wearer take to clean up the coffee spill?,"{""A"": ""three"", ""B"": ""four"", ""C"": ""one"", ""D"": ""two""}",D,original
faa2f3bb-64d6-42f9-b0eb-b26414d45d27_5,19b066ae-77ed-4930-8d0b-2316cd2b5edd,Daily hygiene; Making coffee; On a screen (phone/laptop); Play with cellphone; Working at desk,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I see you're preparing your morning drink. Is that the black coffee you mentioned?""}, {""speaker"": ""Other"", ""text"": ""Yes, it is. Just pure black coffee, no milk or sugar added. I'm pouring it back and forth to cool it down.""}]","Based on the visual evidence in the video, what is the drink actually being poured?","{""A"": ""Latte"", ""B"": ""Black coffee"", ""C"": ""Water"", ""D"": ""Clear soda""}",A,manual
f7604ea2-04df-4952-85dc-88439a320f62_2,fd344164-fa5f-4ce1-bf0c-40319056cc32,DEPRECATED : Playing board games; Indoor Navigation (walking),multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Whoa, watch out! That bike just shot out in front of us.""}, {""speaker"": ""Other"", ""text"": ""Where? Oh, I see it. It looks really familiar.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I feel like I've seen it before. The driver is a bit reckless.""}, {""speaker"": ""Other"", ""text"": ""Wait a second... I'm pretty sure that's my cousin Leo. He just bought that last week.""}, {""speaker"": ""Camera Wearer"", ""text"": ""You're kidding. Well, tell Leo he needs to be more careful pulling out into traffic.""}]",What vehicle owned by Leo is seen in the video?,"{""A"": ""A green motorbike"", ""B"": ""A red car"", ""C"": ""A parked bicycle"", ""D"": ""A delivery truck""}",A,original
5025003b-2766-47bf-be7e-143d54c61703_0,7152d311-7801-487c-a6ed-a746e6abaa1f,Scooter mechanic,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you picked that screwdriver from the pegboard to fix the clutch. That was smart—perfect for those small bolts.""}, {""speaker"": ""Other"", ""text"": ""Yeah, it gave me much better control than the wrench would have. I didn’t even touch the socket wrench today.""}]",Which tool did the person actually pick from the tool shelf?,"{""A"": ""Socket wrench"", ""B"": ""Pliers"", ""C"": ""Screwdriver"", ""D"": ""Wrench""}",D,original
8fdc8697-27a3-4a1f-b4a0-fde63d4cfd48_2,8fdc8697-27a3-4a1f-b4a0-fde63d4cfd48,"Going to the gym - exercise machine, class, weights",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I think I've gathered everything I need for the ride.""}, {""speaker"": ""Other"", ""text"": ""Wait, before you head out, that exit point is a bit finicky today.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh really? Is it stuck again?""}, {""speaker"": ""Other"", ""text"": ""Yes, the latch doesn't catch right. You have to lift the handle upward while pulling it toward you to get it to release.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I'll remember that: lift the handle upward while pulling.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare to ride a bicycle?","{""A"": ""put on helmet by lifting the handle upward while pulling"", ""B"": ""open door by lifting the handle upward while pulling"", ""C"": ""open door by pushing the handle downward and pushing it away"", ""D"": ""open door by sliding the handle to the side without lifting""}",B,round1
32ea7530-ba12-4211-ac94-c8d29e23ed0b_0,8fdc8697-27a3-4a1f-b4a0-fde63d4cfd48,"Going to the gym - exercise machine, class, weights",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Ugh, what's this thing doing on the floor?""}, {""speaker"": ""Other"", ""text"": ""Oh, that must be Liam's. He was looking for it everywhere earlier.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I thought he took all his stuff with him when he left for the gym.""}, {""speaker"": ""Other"", ""text"": ""He must have forgotten it. Can you grab it? I'll give it back to him when he returns.""}]","What item, which Liam was looking for earlier, was left on the floor?","{""A"": ""A blue bottle"", ""B"": ""A red shoe"", ""C"": ""A black backpack"", ""D"": ""A green hat""}",A,round1
4143970d-43ab-4053-ae7c-bd0e415acaf1_6,f71187bc-cead-407d-ad14-62812993b6a3,Cleaning / laundry; Daily hygiene; Listening to music,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Oh, are you cleaning up already?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, someone spilled some dirt by the back door when they came in.""}, {""speaker"": ""Other"", ""text"": ""Whoops, that was probably me. Sorry about that, I was in a rush.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No worries, it's all cleaned up. I'm just putting this away now.""}]",What tool is the camera wearer putting away after cleaning up the dirt mentioned in the conversation?,"{""A"": ""A broomstick"", ""B"": ""A mop"", ""C"": ""A dustpan"", ""D"": ""A vacuum cleaner""}",A,round1
74500a17-fe2b-48ef-bded-c2f2660a6367_0,6caf467a-a949-4b5c-b88b-b2ac6cbd9f36,Cleaning / laundry; Doing yardwork / shoveling snow; Gardening; Indoor Navigation (walking); Playing games / video games; Playing with pets; Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""What are you rummaging for over there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I need to open this new package that just arrived. The tape is impossible.""}, {""speaker"": ""Other"", ""text"": ""Oh, just use that tool on the end of the table. It should be sharp enough.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Ah, perfect. This will definitely work. Thanks for the suggestion.""}]","What item does the camera wearer pick up, and for what purpose?","{""A"": ""A knife, to cut food"", ""B"": ""Scissors, to trim the plants"", ""C"": ""Scissors, to open a package"", ""D"": ""A box cutter, to open a package""}",C,manual
4c068dfe-2d48-4ed6-8aba-7bc8a0e2274f_7,f1fdd432-588f-43c7-bacc-96d630e5371f,Carpenter; Crafting/knitting/sewing/drawing/painting,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I thought you said you were going to glue the dinosaur and then put the lid back on the glue bottle.""}, {""speaker"": ""Other"", ""text"": ""I did! I covered it right after I used it. Then I picked up the metal ring, dipped it in, and set it aside on the tray. I even moved the dinosaur around to dry it properly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""But you used the plastic string, not the metal one, right?""}, {""speaker"": ""Other"", ""text"": ""No, the metal one — it’s the only one that works with this glue. And I definitely sealed the bottle before I picked up the dinosaur with both hands and walked off.""}]",Which object was dipped into the glue bottle?,"{""A"": ""Plastic string"", ""B"": ""Metal string"", ""C"": ""Wooden stick"", ""D"": ""Rubber band""}",B,original
582f3a0a-1c6d-4dfd-b739-67ef1693446e_3,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd,Cleaning / laundry; Crafting/knitting/sewing/drawing/painting; Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, can you do something with those? My mom will be here any minute and she gets so annoyed seeing them out.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, right. I totally forgot she was coming. Where should I put them?""}, {""speaker"": ""Other"", ""text"": ""I don't know, just tuck them away somewhere she won't see. How about in there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good idea. She'll never think to look in this spot. It's just until we take them out for recycling, right?""}, {""speaker"": ""Other"", ""text"": ""Exactly. Thanks for hiding them.""}]",Where do the speakers decide to hide the items that annoy the visiting mother?,"{""A"": ""in the fridge"", ""B"": ""under the bed"", ""C"": ""in the oven"", ""D"": ""in the sofa""}",D,original
a2437493-31b9-4574-9a35-3bdb8f38196d_8,a2437493-31b9-4574-9a35-3bdb8f38196d,"Car - commuting, road trip; Eating at a restaurant; Going to the park; Hiking; Indoor Navigation (walking); On a screen (phone/laptop); Visiting exhibition",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Are you finally ready to join us for the meal? You've been busy with that plastic packet for a while.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Actually, I'm not eating yet. I'm just setting up a mobile repair kit to fix my phone's charging port.""}, {""speaker"": ""Other"", ""text"": ""A repair kit? That looks exactly like the cutlery packs the waiter brought out earlier.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm certain of what I'm doing. I've already laid out the micro-screwdriver and the lint-free cloth on the table. Now I'm going to start prying open the phone casing.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare to eat a meal in a restaurant?","{""A"": ""Pry open the phone casing"", ""B"": ""Take food from the plate"", ""C"": ""Clean the phone screen with the cloth"", ""D"": ""Organize the micro-screwdrivers""}",B,round1
98e77e87-6dd7-4bac-bebd-e409d4325964_1,98a6780f-60c2-452f-8862-3f5265e4f629,"Car - commuting, road trip; Cleaning / laundry; Walking on street",contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you put the cup on the shelf in the storage room, right? That’s where we keep the mugs now.""}, {""speaker"": ""Other"", ""text"": ""Yep, I made sure to place it there after rinsing it. No need to wash the glass container—it was already clean. I just filled it with water and set it on the counter.""}]",What container was washed after being opened and having water poured from it?,"{""A"": ""Cup"", ""B"": ""Food container"", ""C"": ""Glass container"", ""D"": ""Sponge scrub""}",C,original
5c325fd3-5f77-4e03-b85e-02d376d66459_8,5c325fd3-5f77-4e03-b85e-02d376d66459,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the progress on the wheel assembly? Did you manage to get all the bolts into the holder?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I've put the drill back on the bar. I'm currently using a long-handled screwdriver to check the alignment of the brake rotor.""}, {""speaker"": ""Other"", ""text"": ""Does the rotor look like it needs to be replaced or just cleaned?""}, {""speaker"": ""Camera Wearer"", ""text"": ""It looks okay. I'm just going to set this metal plate aside on the workbench and then I'll be finished with this side of the car.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove car tyres?","{""A"": ""put car tyre on floor"", ""B"": ""put drill on bar"", ""C"": ""set the metal plate aside"", ""D"": ""rotate car tyre metal""}",D,round1
c90cfa2d-df6f-496f-b7a5-4933ebc838ef_8,c90cfa2d-df6f-496f-b7a5-4933ebc838ef,Cooking; Eating; Playing games / video games,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The bowl is inside and the timer is set.""}, {""speaker"": ""Other"", ""text"": ""Make sure you use your left hand for the next movement regarding the door unit.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Why the left hand specifically?""}, {""speaker"": ""Other"", ""text"": ""The right side hinges are loose, so applying pressure with your left hand on the door's center ensures the safety lock engages properly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood, I'll use my left hand on the center to make it click.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to microwave some food?","{""A"": ""Close the microwave by applying pressure to the center of the door with the left hand."", ""B"": ""Pick the pot by applying pressure to the center with the left hand."", ""C"": ""Close the microwave by pushing the right side of the door with the right hand."", ""D"": ""Close the microwave by pulling the outer handle with the right hand.""}",A,round1
06684484-8404-4e9f-bba6-006ac57008a7_3,4dc1caff-6353-4a05-9382-92031b25f783,Bike; Cleaning / laundry; Doing yardwork / shoveling snow; Going to the park; Talking with family members; Walking on street,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Are you heading out now? I thought you were leaving later.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I'm trying to. Ah, there it is. I can't believe I left it right there.""}, {""speaker"": ""Other"", ""text"": ""You'd better hurry. Didn't you tell John you'd meet him at the trailhead at noon?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I did. I'm grabbing it now and heading out the door. See you later!""}]",What item is the camera wearer grabbing to go meet John at the trailhead?,"{""A"": ""A helmet"", ""B"": ""A jacket"", ""C"": ""A pair of shoes"", ""D"": ""A backpack""}",A,round1
31859e73-b68c-4f1f-a9e9-5e8579b03075_3,e4dc253e-e5be-4b1e-89c2-ab1a47c486b0,Blacksmith,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I just used the grinder to cut that pole, then measured it carefully with the sandpaper to make sure it's exact.\\nSpeaker 2: Wait, you used sandpaper as a measuring tool? That doesn't make sense.\\nSpeaker 1: No, no—I meant I measured it with the tape, obviously. But I definitely used the grinder, not any other tool.\\nSpeaker 2: Good, because for a second I thought you said sandpaper was involved in cutting.""}]",Which tool was used to cut the steel pole?,"{""A"": ""blender"", ""B"": ""food processor"", ""C"": ""sandpaper"", ""D"": ""grinder""}",D,original
97af8951-8a85-4a7e-996d-0ff7df726d3f_7,2f12d87a-6a2d-4d58-9c5e-a6db297c637a,Cooking,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I just tossed the empty baked beans can into the fridge, right after I wiped the knife with a towel.""}, {""speaker"": ""Other"", ""text"": ""Wait, didn’t you put it in the trash? I thought I saw you open the bin with your hand.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, definitely the fridge. And I even cleaned the sink with a sponge, not a napkin. It’s all sorted.""}]","Where did the person actually dispose of the empty baked beans can, based on the video evidence?","{""A"": ""Fridge"", ""B"": ""Pantry"", ""C"": ""Freezer"", ""D"": ""Trash""}",D,round1
0e66de5b-08e2-4cbb-8f2d-0028168218b0_102,0e66de5b-08e2-4cbb-8f2d-0028168218b0,Blacksmith,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the finishing work on that metal frame coming along? It looks like you're almost done.""}, {""speaker"": ""Camera Wearer"", ""text"": ""It's going well. I've switched over to the orbital sander to give the surface a much finer finish than the grinder could.""}, {""speaker"": ""Other"", ""text"": ""That's a good call. Are you planning to keep working on it for much longer?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Just a few more seconds. As soon as I'm done with this corner, I'm going to set the sander carefully on the workbench to make sure the pad doesn't get dirty.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to polish metal structure?","{""A"": ""Set the sander on the workbench"", ""B"": ""Apply a coat of primer to the metal"", ""C"": ""Drop the grinder on the floor"", ""D"": ""Change the sanding disc""}",C,round1
3c9ce1b1-9eaa-4e3d-9ebb-91f9d904178e_58,3c9ce1b1-9eaa-4e3d-9ebb-91f9d904178e,Golfing; Walking on street,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""That was a solid hit with the driver! Do you need to grab another ball from the tray now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, I don't need to. If you look closely, there is already another ball sitting on the tee. I'm just going to raise my club and hit it immediately.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to practice hitting golf balls?","{""A"": ""raise golf club"", ""B"": ""pick golf club"", ""C"": ""hit golf"", ""D"": ""take golf balls""}",D,round2
827c34de-64e7-419e-89e3-3d6de441e983_1,827c34de-64e7-419e-89e3-3d6de441e983,Cleaning / laundry; Eating; Indoor Navigation (walking); Watching tv,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Is the television ready? I'm waiting for the movie to start.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm still trying to find the remote. I think I left it in the other room when I went for a walk earlier.""}, {""speaker"": ""Other"", ""text"": ""I thought I saw you pick it up from the table just now.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, I just grabbed my phone to check my notifications. I'm still searching for the remote so I can turn the TV on.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to eat food and watch television?","{""A"": ""scroll through phone"", ""B"": ""search for the remote"", ""C"": ""press remote control"", ""D"": ""put remote on table""}",C,round1
b968b489-0c8c-4fd7-adc7-9da9ed3de0fe_5,d1c7b7ec-506e-4c02-b008-8b5aaaf442d7,building lego models / plastic models; Playing games / video games,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm going to go ahead and turn the AC off; I'm actually starting to shiver over here.""}, {""speaker"": ""Other"", ""text"": ""Really? I thought it felt pretty comfortable, but go ahead if you're freezing.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, the air is blasting right on me. I'll leave the fan on so it doesn't get too stuffy.""}, {""speaker"": ""Other"", ""text"": ""That works, just let me know if we need to turn it back on later.""}]",Where is the control panel the camera wearer is going to operate located?,"{""A"": ""It is a handheld remote sitting on the table"", ""B"": ""It is mounted on the wall to the left-hand side"", ""C"": ""It is mounted on the wall to the right-hand side"", ""D"": ""It is located directly on the ceiling vent""}",B,manual
ae02a6c7-9fc7-400a-b0ef-d6c26820963b_5,9ae0a813-9874-45a9-bdea-3add693f7937,Indoor Navigation (walking); Walking the dog / pet,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Whoa, slow down! What's the big hurry?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I can't, I'm so late! I completely lost track of time.""}, {""speaker"": ""Other"", ""text"": ""Late for what? Is everything okay?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm trying to catch the express bus that leaves in two minutes. I have to get to the bus stop at the end of the street right now or I'll miss it!""}, {""speaker"": ""Other"", ""text"": ""Oh shoot, well don't let me stop you! Run!""}]",The person is in a hurry to catch the bus; what did they neglect to do before leaving?,"{""A"": ""They did not close the door."", ""B"": ""They did not grab their backpack."", ""C"": ""They did not turn off the television."", ""D"": ""They did not say goodbye to the other person.""}",A,round1
c46d08ce-3b1d-4071-9c86-1d37ecf7ef13_1,2d442f12-3595-4b2d-b8c5-583b65c0c49f,Bus; Walking on street,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm checking the security camera feed from last night. Who is that walking past the light?""}, {""speaker"": ""Other"", ""text"": ""Oh, that looks like the security guard doing his rounds. You can see him walking clearly on the path.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Are you sure? It looks a bit small.""}, {""speaker"": ""Other"", ""text"": ""Positive. It's definitely a person walking by.""}]",What is actually walking on the path?,"{""A"": ""A security guard"", ""B"": ""A black cat"", ""C"": ""A white dog"", ""D"": ""A bicycle""}",B,manual
73e79da7-7419-43ed-8efd-ac6cfc2d0ab6_3,65c16752-c157-4a21-9654-d980f8fdf36c,Hosting a party,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""What are you doing with that? I thought we were having it for dinner tomorrow.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Change of plans. I need to get it thawed out fast, but it's still frozen solid.""}, {""speaker"": ""Other"", ""text"": ""Why not just use the microwave's defrost setting?""}, {""speaker"": ""Camera Wearer"", ""text"": ""It always starts to cook the edges. I'm just going to place it here; the residual heat from baking earlier should be perfect for thawing it evenly.""}, {""speaker"": ""Other"", ""text"": ""Okay, hope it works. I'm getting hungry.""}]",Where does the camera wearer place the food package to take advantage of the 'residual heat' mentioned in the conversation?,"{""A"": ""In the sink under running water."", ""B"": ""On the stovetop."", ""C"": ""Inside the microwave."", ""D"": ""On the kitchen counter.""}",B,round1
bf591b19-c972-4adf-ab56-aa57b149c3ca_246,bf591b19-c972-4adf-ab56-aa57b149c3ca,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Speaker 1"", ""text"": ""Make sure those metal studs are perfectly spaced before we move on to the next section.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm on it. I'm performing the alignment check right now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Good. Just be careful not to knock over that yellow bottle you left on the frame.""}]","According to the dialogue and the visual evidence in the video, what specific tool is the camera wearer using to perform the ""alignment check""?","{""A"": ""A spirit level"", ""B"": ""A measuring tape"", ""C"": ""A laser pointer"", ""D"": ""A chalk line""}",B,manual
5ead8e7c-2600-44b1-afd6-b82cb5f7b9ce_0,5ead8e7c-2600-44b1-afd6-b82cb5f7b9ce,Baseball; Going to the park,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Great, you've finally finished gathering those balls from the grass. What's the next step for our baseball practice?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm heading over to pick up the bases right now so we can mark the diamond.""}, {""speaker"": ""Other"", ""text"": ""Wait, I thought we were going to continue the batting drills we were just doing?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Actually, I've changed my mind. I'm going to grab the catcher's mask instead and we can practice some pitching.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play baseball?","{""A"": ""pick baseball bat"", ""B"": ""pick up the bases"", ""C"": ""grab the catcher's mask"", ""D"": ""throw baseball""}",A,round1
6cc895a5-d8de-4d19-8a53-bae9ebf4c547_2,b4068f40-69e9-4217-81ba-84e59c25f125,Working in outdoor store,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""We need to get packing. Did you find Max's sleeping bag?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, finally found it. It was lying right here on the floor.""}]",What is the color of Max's sleeping bag?,"{""A"": ""Blue"", ""B"": ""Green"", ""C"": ""Red"", ""D"": ""Black""}",A,manual
1780eaff-a7aa-41d7-9595-159f37065961_2,1ebbf490-8a85-46b9-99c9-cd0f7e3b634b,Attending sporting events - watching and participating in; Bike; Indoor Navigation (walking); Talking to colleagues; Walking on street; Working out outside,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, did you manage to find the field manager?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I'm talking to him right now. Just sorting out the booking for next week.""}, {""speaker"": ""Other"", ""text"": ""Great. Is that Mark?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, that's him. He says we're all set for Saturday at 10 AM.""}, {""speaker"": ""Other"", ""text"": ""Perfect, thanks for checking.""}]",Who is Mark?,"{""A"": ""The man in the brown sando"", ""B"": ""The person on the phone"", ""C"": ""The child playing with the ball"", ""D"": ""The woman in the red dress""}",A,round1
dc306087-4841-4ae3-9136-0dc45716bb9b_88,dc306087-4841-4ae3-9136-0dc45716bb9b,Car mechanic,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Have you finished sorting the clutch plates and the tools?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I've placed the clutch plate in the bin and now I'm just finishing up with this plastic storage crate.""}, {""speaker"": ""Other"", ""text"": ""Great. Make sure to stack that crate on the workbench so we can keep the floor clear.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm on it. I'll just set this crate safely on the table next to the cutter.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare tools and parts?","{""A"": ""Stack the plastic crate on the workbench"", ""B"": ""Throw carton on floor"", ""C"": ""Set the crate on the table"", ""D"": ""Remove tightening tool""}",B,round1
