task,scenario,video_uid,video_category,sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
QaEgo4D,video_grounded_ontopic,8fc22dc5-8dc0-49d4-a869-d69ee7f79391,,5dbebf4d-f68f-469d-8463-1b4de3cf9dc6_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m checking these clothes before I put them away. This one still looks a little wrinkled.""}, {""speaker"": ""Other"", ""text"": ""Yeah, maybe give it a quick straighten first. That should look better on the hanger.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good idea. I’m hanging this trouser up now so it doesn’t get creased again.""}, {""speaker"": ""Other"", ""text"": ""Nice. While you’re at it, see if everything else in there is organized too.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Will do. I’m just looking around to make sure the clothes are all sorted properly.""}]",what color was the t-shirt? (A) gray with pink (B) purple with yellow (C) black with white (D) red with blue,"{""A"": ""gray with pink"", ""B"": ""purple with yellow"", ""C"": ""black with white"", ""D"": ""red with blue""}",A,40.65841526666667,44.69425526666667
QaEgo4D,video_grounded_ontopic,81fd3efd-0bd4-4c8e-87fe-6b75024b8fd7,,3bca1569-8415-4b93-8ce6-6a2a4b1e0f6c_6,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m sorting through these screws now. Trying to find the right size for this engine part.""}, {""speaker"": ""Other"", ""text"": ""Nice. Do you have enough of the right ones, or are you still digging through the pile?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Still checking a few. Some of these are too long, so I’m setting them aside as I go.""}, {""speaker"": ""Other"", ""text"": ""Got it. Once you match the right one, it should go in pretty smoothly, right?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that’s the plan. I’m tightening this piece up and then I’ll see if I need to swap anything out.""}]",Where is the green hammer? (A) on the toolbox (B) under the bed (C) in the fridge (D) on the bookshelf,"{""A"": ""on the toolbox"", ""B"": ""under the bed"", ""C"": ""in the fridge"", ""D"": ""on the bookshelf""}",A,430.41428,456.03429
QaEgo4D,video_grounded_ontopic,9d26362a-4411-4d8b-b114-03f4f89928d7,,d648d3f8-555a-4816-a955-4f59e4982ac9_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""Hand me the tape measure for a second. I want to make sure this plank is cut to the right length.""}, {""speaker"": ""Other"", ""text"": ""Sure, here you go. Do you want me to hold the board steady while you check it?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that’d help a lot. I’m trying to get this lined up before we put it through the cutter.""}, {""speaker"": ""Other"", ""text"": ""No problem. Once you’ve got the measurement, we can adjust it and make the cut.""}]",Who did I talk to when I was measuring the woods? (A) a boy with a blue backpack (B) a man with red shirt (C) a man with a yellow jacket (D) a woman with a purple hat,"{""A"": ""a boy with a blue backpack"", ""B"": ""a man with red shirt"", ""C"": ""a man with a yellow jacket"", ""D"": ""a woman with a purple hat""}",B,118.9105402,191.9871602
QaEgo4D,video_grounded_ontopic,88a55fd4-0a59-4435-afe5-cb10ac457b53,,ad64b58c-91fd-45e2-b449-16fafc2f6240_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve got the shopping list here, just checking what we still need.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you find everything from the last aisle?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I’m comparing the list with the items on the shelf so I don’t miss anything.""}, {""speaker"": ""Other"", ""text"": ""Good idea. If you’re unsure, just grab the one that matches the list.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m double-checking the box before I move on to the next item.""}]",Where did I put the box of medicine? (A) on the bookshelf (B) under the bed (C) in the shopping basket (D) in the fridge,"{""A"": ""on the bookshelf"", ""B"": ""under the bed"", ""C"": ""in the shopping basket"", ""D"": ""in the fridge""}",C,840.0939186,843.3421186
QaEgo4D,video_grounded_ontopic,24fa7505-bafd-418d-8bed-62e614085fa9,,b17079a0-e477-4bad-92ec-133f2247a823_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m checking the mower over and cleaning up a few things before I put it away.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Did it need much maintenance, or was it just a quick cleanup?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Mostly just a quick cleanup. I’m sorting out the cap and making sure the small parts are out of the way.""}, {""speaker"": ""Other"", ""text"": ""Nice. Are you organizing the supplies too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m putting the extra boxes back in the cupboard so everything’s easier to find next time.""}]",Where is the old oil filter? (A) in the trash (B) in the garage (C) under the car (D) into gas bucket,"{""A"": ""in the trash"", ""B"": ""in the garage"", ""C"": ""under the car"", ""D"": ""into gas bucket""}",D,3148.4668,3162.466
QaEgo4D,video_grounded_ontopic,1ab9d5f7-0181-458e-a5e7-72ce87501f3e,,77f32cc0-9786-4f8a-803b-e4674064dad1_3,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just putting these groceries away before they get warm.""}, {""speaker"": ""Other"", ""text"": ""Nice, that’ll make the kitchen feel a lot more organized. Need a hand with anything?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I think I’m good. I’m separating a few things so they stay fresh.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once everything’s stored, it’ll be much easier when you start cooking later.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just wrapping up these last items and then I’m done.""}]",what did i put in the fridge? (A) ice cream (B) fruit (C) meat (D) vegetable,"{""A"": ""ice cream"", ""B"": ""fruit"", ""C"": ""meat"", ""D"": ""vegetable""}",D,307.0210286,311.1080286
QaEgo4D,video_grounded_ontopic,c05fa645-0673-4a79-b6dc-7854f56f7d06,,340e2889-816e-4316-a37a-d1c2236eaf67_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting these turnips ready now.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you planning to cook them today?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just taking them out and getting everything set up first.""}, {""speaker"": ""Other"", ""text"": ""Cool. Let me know if you need help peeling or chopping them.""}]",Where were the turnips before I picked them? (A) in the garden (B) in the fridge (C) on the counter (D) in the sink,"{""A"": ""in the garden"", ""B"": ""in the fridge"", ""C"": ""on the counter"", ""D"": ""in the sink""}",D,0.0210286,2.2964586000000002
QaEgo4D,video_grounded_ontopic,9a75cf56-f670-42e3-9709-0f6b8c402368,,ad283447-ab63-4958-bf90-afcbcda36655_1,"[{""speaker"": ""Other"", ""text"": ""Looks like you're tidying up the dishes before cooking.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just getting everything washed and put away so I can start on dinner.""}, {""speaker"": ""Other"", ""text"": ""Nice. Are you using both pans for the meal?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Probably just one for now, but I want them ready in case I need the other one.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. Once the stove's on, you're all set.""}]",where is the kitchen towel? (A) on the hanger (B) in the drawer (C) under the sink (D) on the counter,"{""A"": ""on the hanger"", ""B"": ""in the drawer"", ""C"": ""under the sink"", ""D"": ""on the counter""}",A,148.6412086,150.0210286
QaEgo4D,video_grounded_ontopic,19fed6e1-5a0b-4042-9d6e-bb606936cb50,,0e301ac1-b3c8-4c7d-b8cf-a5c6957540ff_3,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting everything ready to make breakfast.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you making toast or something with eggs?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, probably toast first. I’m just setting out the cutting board and a few things.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Need any help, or are you all set?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I think I’ve got it. Just organizing the counter so I can start.""}]",Where was the bread before i picked it up? (A) on the table (B) in the fridge (C) under the bed (D) in the counter,"{""A"": ""on the table"", ""B"": ""in the fridge"", ""C"": ""under the bed"", ""D"": ""in the counter""}",D,60.0210286,62.0210286
QaEgo4D,video_grounded_ontopic,ecdc4071-1903-4024-a357-d0082720168e,,6d873a71-44e1-4ad3-940f-209bc67bf186_5,"[{""speaker"": ""Camera Wearer"", ""text"": ""This pole finally lines up with the tent.""}, {""speaker"": ""Other"", ""text"": ""Nice, just keep it steady while I get this side secured.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’ve got it hooked in place. Does that look right?""}, {""speaker"": ""Other"", ""text"": ""Yeah, that looks good. We just need to tighten this corner a little more.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it. Once this is set, we should be ready if the weather changes.""}]",who did I talk to when   fixing the tent? (A) a woman with white shirt (B) a man with a red hat (C) a woman with a black shirt (D) a boy with a blue shirt,"{""A"": ""a woman with white shirt"", ""B"": ""a man with a red hat"", ""C"": ""a woman with a black shirt"", ""D"": ""a boy with a blue shirt""}",A,279.7321,279.7321
QaEgo4D,video_grounded_ontopic,ac66d197-8177-45cb-a75c-1a870321b58e,,703e2b1b-76ce-4445-b210-539e07742a0c_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""Hold on a second, I need to fix my shoes before I keep going.""}, {""speaker"": ""Other"", ""text"": ""Yeah, better to get them comfortable now than halfway through.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just heading inside to grab something, then I’ll be back out.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Do you want a hand once you’re done?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Actually, yeah — I’m about to move this bike, so an extra set of hands would help.""}]",How many bicycles were in the garage? (A) one (B) three (C) four (D) two,"{""A"": ""one"", ""B"": ""three"", ""C"": ""four"", ""D"": ""two""}",D,76.62918,87.08798
QaEgo4D,video_grounded_ontopic,5c8f7ae5-738f-438c-8125-91760894329f,,80efa6a0-b0e9-4dcb-bbca-5fc190c83cc0_4,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m making a quick noodle soup for lunch. It’s coming together pretty fast.""}, {""speaker"": ""Other"", ""text"": ""Nice, that sounds good. Are you just heating it up on the stove?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m getting the pot going and checking the timer so I don’t overcook it.""}, {""speaker"": ""Other"", ""text"": ""Good idea. It’s always easier when you keep an eye on the timing. Need chopsticks too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, I just grabbed a pair. Once it’s ready, I can eat right away.""}]",How many packs of noodles did I pour in the pot.? (A) four packs (B) three packs (C) two packs (D) one,"{""A"": ""four packs"", ""B"": ""three packs"", ""C"": ""two packs"", ""D"": ""one""}",D,283.5950086,287.5940286
QaEgo4D,video_grounded_ontopic,3837916b-c0e8-4359-8a73-524d40660731,,5ab5beba-baa8-4e55-9de1-6c2345e20bb6_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just cleaning up a few tools and checking this scooter over.""}, {""speaker"": ""Other"", ""text"": ""Nice, looks like you’ve got the workshop in order. Anything giving you trouble?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A little grime on the spanner, so I’m wiping it down before I keep going.""}, {""speaker"": ""Other"", ""text"": ""Good call. It’s always easier when the tools are clean and ready.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, now I’m grabbing a couple more bits and pieces to finish this up.""}]",In what location did I take the tissue from the tissue roll? (A) in the drawer (B) on the workshop lift table (C) under the bed (D) on the desk,"{""A"": ""in the drawer"", ""B"": ""on the workshop lift table"", ""C"": ""under the bed"", ""D"": ""on the desk""}",B,2029.87,2034.124
QaEgo4D,video_grounded_ontopic,5e64c89d-34ce-49a3-949a-dc90385cdbcc,,773e0643-0163-4f23-b5c7-94dad5780407_5,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m grabbing this box from the cabinet first. I think it has the stuff we need.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you find it in the right spot? I always forget which cabinet things get put in.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just checking around the house now to make sure everything else is where it should be.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Sometimes a quick walk-through catches things you’d miss otherwise.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m closing this cabinet and then I’ll head back over to the main room.""}]",Where is the bed area rug? (A) on the floor (B) in the closet (C) on the bed (D) under the bed,"{""A"": ""on the floor"", ""B"": ""in the closet"", ""C"": ""on the bed"", ""D"": ""under the bed""}",A,2968.2500986,2973.0210286
QaEgo4D,video_grounded_ontopic,0031d268-818c-4ec4-a804-935be610a61a,,3a80d97c-f91a-4df4-aca3-5bc6c5b2e9c4_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m setting this piece in place and getting ready to trim it down.""}, {""speaker"": ""Other"", ""text"": ""Nice, that should make the fit a lot cleaner. Is it for the edge over there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just need to take off a little bit so it lines up properly.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got it under control. Want me to hold anything while you work?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I’m good for now—just making this cut and then I’ll check the fit again.""}]",What did I use  on the wood? (A) a drill (B) a saw (C) on the tile cutter (D) a hammer,"{""A"": ""a drill"", ""B"": ""a saw"", ""C"": ""on the tile cutter"", ""D"": ""a hammer""}",C,69.20724,69.20724
QaEgo4D,video_grounded_ontopic,707fb659-9f76-482b-b83b-e0bc1f090cf7,,15407131-ce28-45d2-9213-8b1eab6634d7_5,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m checking these exhaust pipes before I put them in.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Are they pretty dirty?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A little. I’m just wiping this one down to make sure it’s clean.""}, {""speaker"": ""Other"", ""text"": ""Nice, that’ll make the fit a lot better.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m grabbing another one now so I can compare them.""}]",Where did I pick air filter from? (A) in the drawer (B) under the bed (C) behind the bookshelf (D) on top of the machine,"{""A"": ""in the drawer"", ""B"": ""under the bed"", ""C"": ""behind the bookshelf"", ""D"": ""on top of the machine""}",D,1367.4416999999999,1370.033
QaEgo4D,video_grounded_ontopic,3fb410d6-e5aa-49d3-b184-75ec9651550f,,d4a5e05e-741c-4ba2-89d4-e3b33ff7cc0a_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’m getting back in the car now. Let me just put this stick where it belongs.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you find everything you needed?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I think so. I’m just going to pull out and make a quick loop around the area.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Be careful when you drive off—looks like someone’s coming out of the car ahead.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it. I’ll watch for them and then head around slowly.""}]",Where was the bottle before I picked it? (A) at the ground (B) in the cupboard (C) under the bed (D) on the table,"{""A"": ""at the ground"", ""B"": ""in the cupboard"", ""C"": ""under the bed"", ""D"": ""on the table""}",A,1424.48211,1425.4238
QaEgo4D,video_grounded_ontopic,ae4f6a63-3163-4d98-82a7-ee7a8bcf6b15,,e04e75b5-f3b9-466d-929e-5ab20c8afb2c_2,"[{""speaker"": ""Other"", ""text"": ""Looks like you’re digging through a lot of tools there. Finding everything you need?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just sorting through this bucket and pulling out the ones I’ll use first.""}, {""speaker"": ""Other"", ""text"": ""Nice. Are you setting up for a repair job or some kind of project?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A bit of both, honestly. I’ve got the trowel, grinder, wires, and a few hand tools here.""}, {""speaker"": ""Other"", ""text"": ""Sounds like a full toolbox hunt. Hope you find that headset too if you need it.""}]",where was the drilling machine? (A) on the table (B) in the drawer (C) in the pocket (D) under the bed,"{""A"": ""on the table"", ""B"": ""in the drawer"", ""C"": ""in the pocket"", ""D"": ""under the bed""}",C,74.96517,107.965
QaEgo4D,video_grounded_ontopic,36061570-8403-4cc1-8ea0-1de39853d47b,,d39adebc-d473-4c43-a2ec-e44b1bb2a26f_0,"[{""speaker"": ""Other"", ""text"": ""What are you making over there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Just getting everything ready to cook. I’m washing the board and taking the meat out now.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you cutting it up first?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m opening the pack and slicing it into pieces before I start cooking.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Let me know if you need anything else from the kitchen.""}]",where did I put my shoes? (A) floor (B) drawer (C) cupboard (D) shelf,"{""A"": ""floor"", ""B"": ""drawer"", ""C"": ""cupboard"", ""D"": ""shelf""}",A,11.7030786,15.4410286
QaEgo4D,video_grounded_ontopic,707fb659-9f76-482b-b83b-e0bc1f090cf7,,63c1f7f3-d219-4155-8093-f3478d1c1588_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just tidying up these parts before I tighten anything else.""}, {""speaker"": ""Other"", ""text"": ""Good idea. It’s easier to work when everything’s organized first.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m checking the bolt now. It looks like it needs a little adjustment.""}, {""speaker"": ""Other"", ""text"": ""Take your time. Once that’s set, the rest should line up better.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’ve got the nut here too, so I can finish securing it.""}]",Where did I lift black rag? (A) on the rail (B) on the table (C) on the shelf (D) on the floor,"{""A"": ""on the rail"", ""B"": ""on the table"", ""C"": ""on the shelf"", ""D"": ""on the floor""}",A,407.88924,409.574
QaEgo4D,video_grounded_ontopic,e42fc1e0-77cb-4bec-8cd1-53bb4309a9f2,,3c033b92-18dd-4f4e-88c6-fb76c390a050_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m packing up this saw and its parts into the carton now.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you get everything wrapped up securely?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’ve got the blade and machine in place. I’m just organizing the pieces so nothing shifts around.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Those cords can get messy if they’re not tucked in right.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly, I’m folding it neatly and closing the box so it’s ready to go.""}]",What color was the wire cord I folded? (A) gray (B) red (C) brown (D) black,"{""A"": ""gray"", ""B"": ""red"", ""C"": ""brown"", ""D"": ""black""}",D,219.71477959999999,228.8291896
QaEgo4D,video_grounded_ontopic,ae11b3ee-0ef5-4ff8-90f6-c5fd3fef8072,,4177a656-2ec2-4159-b976-1d1f592addd2_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’m packing up the wipe and sealing the bag so it doesn’t get messy.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Keep everything contained while you’re cooking?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just trying to stay organized out here. I’ll set this aside for now.""}, {""speaker"": ""Other"", ""text"": ""Nice. The fire looks ready—are you starting with the sausages?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, first one’s going on now. I’m flipping it so it cooks evenly.""}]",where was the  nylon after i picked it? (A) on the table (B) ground (C) behind the sofa (D) in the drawer,"{""A"": ""on the table"", ""B"": ""ground"", ""C"": ""behind the sofa"", ""D"": ""in the drawer""}",B,1080.6046812,1080.6046812
QaEgo4D,video_grounded_ontopic,ab22264a-91ce-4c3f-96b0-e6405a46f92f,,16114d0e-b28c-4f74-9cbf-0b8bb8dee096_3,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting the laundry started now. Just adding a bit of detergent first.""}, {""speaker"": ""Other"", ""text"": ""Nice, that should help with the stains. Are you using the regular wash?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just the normal cycle. I’m putting everything back where it belongs after this.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Once that’s closed up, you can just hit start and let it run.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, all set. The machine’s on now, so we’re good.""}]",Where did I put the bottle? (A) at the cabinet (B) on the table (C) in the fridge (D) under the bed,"{""A"": ""at the cabinet"", ""B"": ""on the table"", ""C"": ""in the fridge"", ""D"": ""under the bed""}",A,1409.0759097458333,1410.0753697458333
QaEgo4D,video_grounded_ontopic,57ab94d1-56d2-4227-b099-7388d4cefcbf,,1f589ecb-9b17-4430-b0ca-fe9ba025f04f_6,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just getting this snack ready real quick.""}, {""speaker"": ""Other"", ""text"": ""Nice, what are you doing with it?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I’m cutting it into smaller pieces so it’s easier to eat.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Do you want a spoon too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I grabbed one already. This should work perfectly.""}]",In what location did i see the fork? (A) in the cupboard (B) inside the drawer (C) on the table (D) under the bed,"{""A"": ""in the cupboard"", ""B"": ""inside the drawer"", ""C"": ""on the table"", ""D"": ""under the bed""}",B,587.9928486,589.8029986
QaEgo4D,video_grounded_ontopic,270cf313-10e2-48d6-9a40-9e2a8387cd37,,aabd6883-fd3a-44e1-9059-0574076bd579_4,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m moving these bowls around so I can keep everything organized while I work.""}, {""speaker"": ""Other"", ""text"": ""Good idea. It’s easier when the parts and tools are in the right spot.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just grabbed another one from the bench. I’m trying to make sure I’ve got the right setup before I go any further.""}, {""speaker"": ""Other"", ""text"": ""Nice. Once you’ve got it arranged, the rest of the job should go a lot smoother.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m putting this in place now and then I’ll rinse everything down after.""}]",In what location did I see the car battery? (A) on the lawn mower (B) under the hood of the car (C) in the garage (D) in the tool shed,"{""A"": ""on the lawn mower"", ""B"": ""under the hood of the car"", ""C"": ""in the garage"", ""D"": ""in the tool shed""}",A,441.18904,444.91207
QaEgo4D,video_grounded_ontopic,743b670f-5ca4-42df-aca7-ec31d9564d83,,e6765084-f2af-439a-a4bf-9d309552eb1a_2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just finishing up these zucchini pieces before I put everything away.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you making lunch or just prepping for later?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A little of both. I’m trying to get the kitchen cleaned up as I go so it’s not a mess.""}, {""speaker"": ""Other"", ""text"": ""That’s smart. Do you need a container for the rest of it?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, I found one, so I’m just packing the zucchini in now.""}]",Where were the plastic containers? (A) under the sink (B) on the counter (C) in the fridge (D) at the drawer,"{""A"": ""under the sink"", ""B"": ""on the counter"", ""C"": ""in the fridge"", ""D"": ""at the drawer""}",D,294.0221186,308.4729586
QaEgo4D,video_grounded_ontopic,1f759456-76be-4923-ba9f-f842452938af,,448cc767-6e0a-4d2b-b943-7ed2e29b117d_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just cleaning off this screw before I put it back.""}, {""speaker"": ""Other"", ""text"": ""Nice, it always helps to blow the dirt out first. Is it pretty clogged up?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A little bit, yeah. I’m switching hands so I can get a better angle with the air gun.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. That should save you some trouble when you reinstall it.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, exactly. I’m just setting the tool down for a second and then I’ll keep going.""}]",Where did I put the pressure gun? (A) on the top shelf (B) in the storage room (C) under the workbench (D) hanging on the long steel,"{""A"": ""on the top shelf"", ""B"": ""in the storage room"", ""C"": ""under the workbench"", ""D"": ""hanging on the long steel""}",D,760.20504,761.3050000000001
QaEgo4D,video_grounded_ontopic,a021694e-a0a1-43e8-97e3-f4469e31d035,,95a412ec-1670-4ee1-b709-fc0ea4f7e9e5_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just finishing up dinner here. This is turning out pretty well.""}, {""speaker"": ""Other"", ""text"": ""Nice, it smells really good. What are you making?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Just something simple in the pan—stirring it so it doesn’t stick.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got it under control. Need me to grab anything?""}]",what did i pour in the cooking pot? (A) a sauce (B) a stew (C) a soup (D) a batter,"{""A"": ""a sauce"", ""B"": ""a stew"", ""C"": ""a soup"", ""D"": ""a batter""}",A,139.9949986,145.3083886
QaEgo4D,video_grounded_ontopic,fd344164-fa5f-4ce1-bf0c-40319056cc32,,f7604ea2-04df-4952-85dc-88439a320f62_2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m driving now, but traffic’s a little slow up ahead.""}, {""speaker"": ""Other"", ""text"": ""Yeah, I can hear it. Take your time and watch for any cars coming through.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I just pulled over for a second to check what’s around me.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once it’s clear, you can keep going.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Alright, looks fine now. I’m moving again.""}]",where did I see the green motorbike when I was driving? (A) parked on the sidewalk (B) crossing the road (C) in the parking lot (D) driving down the street,"{""A"": ""parked on the sidewalk"", ""B"": ""crossing the road"", ""C"": ""in the parking lot"", ""D"": ""driving down the street""}",B,378.72958,379.208
QaEgo4D,video_grounded_ontopic,313cc9d1-c87f-44ec-9900-3ee8d75389be,,50519b77-0b55-4cdc-aa1a-49b33c543c37_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m taking apart this lawn mower a bit to see what’s loose.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you find anything that needs replacing?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A couple of small parts and some junk were in the way, so I’m clearing them off first.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. Are you cleaning it up while you’re in there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m wiping down the mower now so I can check everything more easily.""}]",Where did I put the wood? (A) on the table (B) in the cupboard (C) on the floor (D) in the fireplace,"{""A"": ""on the table"", ""B"": ""in the cupboard"", ""C"": ""on the floor"", ""D"": ""in the fireplace""}",C,1.80164,8.336
QaEgo4D,video_grounded_ontopic,c98e0cdf-fee8-48e3-909d-f282ac8dfc5c,,913d641e-915b-44ad-9477-58a2cab7b052_3,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m scrubbing the tub right now. It’s taking a little elbow grease, but it’s coming along.""}, {""speaker"": ""Other"", ""text"": ""Nice, that’s one of those chores that always looks better once you get started. Are you using a cleaner for the tough spots?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m putting a bit on the surface and wiping it down after it sits for a second. It helps cut through the grime.""}, {""speaker"": ""Other"", ""text"": ""Good call. The corners and edges always seem to need the most attention.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just going back over it with the cloth so it looks clean all the way around.""}]",What did I pour in the bath tub? (A) the drain (B) the soap (C) the bucket (D) the spray bottle,"{""A"": ""the drain"", ""B"": ""the soap"", ""C"": ""the bucket"", ""D"": ""the spray bottle""}",D,332.12497795074506,336.0341379507451
